algorithm,k,c,d,i,ari,obj,t
gmm_ms_ledoitwolf,20,-0.1,20,19,0.291687328,-75.58008896,454.0232384
gmm_rs_ledoitwolf,20,-0.1,20,19,0.233415777,-75.13950747,75.92965043
gmm_hg_ledoitwolf,20,-0.1,20,19,0.388928022,-74.94372633,145.244651
kmeans,20,-0.1,20,20,0.346700121,6.11E+06,0.044399404
kmeans_ms,20,-0.1,20,20,0.388803902,6.04E+06,21.53385255
kmeans_rs,20,-0.1,20,20,0.412070236,6.02E+06,8.98612969
kmeans_hg,20,-0.1,20,20,0.416779711,6.02E+06,9.494447235
gmm,20,-0.1,20,20,0.183139294,-76.89848301,0.983523799
gmm_ms,20,-0.1,20,20,0.203805808,-74.82137425,265.8779972
gmm_rs,20,-0.1,20,20,0.058494568,-71.25423089,40.86894252
gmm_hg,20,-0.1,20,20,0.105636783,-71.52166173,79.93056355
gmm_shrunk,20,-0.1,20,20,0.255702117,-78.63273831,0.881333476
gmm_ms_shrunk,20,-0.1,20,20,0.429849643,-78.19725016,253.7148029
gmm_rs_shrunk,20,-0.1,20,20,0.43838112,-77.93994657,51.67099315
gmm_hg_shrunk,20,-0.1,20,20,0.641943117,-77.64253565,76.86025844
gmm_oas,20,-0.1,20,20,0.196720061,-78.3875433,0.648848466
gmm_ms_oas,20,-0.1,20,20,0.327419273,-77.72865439,277.5936273
gmm_rs_oas,20,-0.1,20,20,0.248124336,-77.39630965,51.75594428
gmm_hg_oas,20,-0.1,20,20,0.447426321,-77.17956974,77.42827587
gmm_ledoitwolf,20,-0.1,20,20,0.207885848,-78.33631312,1.585082439
gmm_ms_ledoitwolf,20,-0.1,20,20,0.311167809,-77.81528373,440.9079415
gmm_rs_ledoitwolf,20,-0.1,20,20,0.245210875,-77.41334638,70.95072109
gmm_hg_ledoitwolf,20,-0.1,20,20,0.373945645,-77.38703939,119.3319466
kmeans,20,-0.1,30,1,0.332366079,8.11E+06,0.116980876
kmeans_ms,20,-0.1,30,1,0.354879541,8.09E+06,36.60984692
kmeans_rs,20,-0.1,30,1,0.33843426,8.09E+06,4.499673147
kmeans_hg,20,-0.1,30,1,0.380847602,8.08E+06,8.219540989
gmm,20,-0.1,30,1,0.044942652,-107.2952125,0.762514902
gmm_ms,20,-0.1,30,1,0.096750592,-104.527894,448.3671792
gmm_rs,20,-0.1,30,1,0.001028245,-97.22726135,67.17725861
gmm_hg,20,-0.1,30,1,0.001551188,-98.05063219,118.8103114
gmm_shrunk,20,-0.1,30,1,0.14076366,-114.9073151,1.270757258
gmm_ms_shrunk,20,-0.1,30,1,0.217724206,-114.6762555,494.6997477
gmm_rs_shrunk,20,-0.1,30,1,0.204995802,-114.418724,91.2973901
gmm_hg_shrunk,20,-0.1,30,1,0.254671485,-113.9916738,145.603652
gmm_oas,20,-0.1,30,1,0.06181526,-113.7412811,1.321856378
gmm_ms_oas,20,-0.1,30,1,0.104937369,-113.2064583,468.2688179
gmm_rs_oas,20,-0.1,30,1,0.142933365,-112.1662794,82.2299325
gmm_hg_oas,20,-0.1,30,1,0.165614785,-112.2693524,170.8464177
gmm_ledoitwolf,20,-0.1,30,1,0.131484969,-113.7226186,2.57488179
gmm_ms_ledoitwolf,20,-0.1,30,1,0.108428042,-113.4241075,841.8714111
gmm_rs_ledoitwolf,20,-0.1,30,1,0.115353191,-112.6022581,141.1749662
gmm_hg_ledoitwolf,20,-0.1,30,1,0.17633953,-112.6587902,310.1725562
kmeans,20,-0.1,30,2,0.343718941,8.41E+06,0.04218626
kmeans_ms,20,-0.1,30,2,0.422581201,8.26E+06,17.50847745
kmeans_rs,20,-0.1,30,2,0.405153121,8.24E+06,6.757476551
kmeans_hg,20,-0.1,30,2,0.427118106,8.24E+06,6.481162417
gmm,20,-0.1,30,2,0.097511647,-111.1614598,1.23275517
gmm_ms,20,-0.1,30,2,0.101901817,-106.8195595,340.8653829
gmm_rs,20,-0.1,30,2,0.002132062,-97.44432047,51.66614888
gmm_hg,20,-0.1,30,2,0.001177319,-98.45729538,102.7728848
gmm_shrunk,20,-0.1,30,2,0.137307592,-115.4040436,1.585766164
gmm_ms_shrunk,20,-0.1,30,2,0.164776419,-114.9819642,378.7559973
gmm_rs_shrunk,20,-0.1,30,2,0.201501324,-114.5712925,80.96667756
gmm_hg_shrunk,20,-0.1,30,2,0.337195851,-113.9766221,102.5670739
gmm_oas,20,-0.1,30,2,0.111167812,-114.6260102,0.85920703
gmm_ms_oas,20,-0.1,30,2,0.114552216,-113.758856,359.0932149
gmm_rs_oas,20,-0.1,30,2,0.123611845,-112.4118822,63.38527274
gmm_hg_oas,20,-0.1,30,2,0.193636671,-112.5047771,119.0606963
gmm_ledoitwolf,20,-0.1,30,2,0.105917984,-114.7567086,1.252197569
gmm_ms_ledoitwolf,20,-0.1,30,2,0.126279011,-113.861109,640.3774356
gmm_rs_ledoitwolf,20,-0.1,30,2,0.117058845,-112.9023371,97.63305515
gmm_hg_ledoitwolf,20,-0.1,30,2,0.185927001,-112.9300169,236.8079853
kmeans,20,-0.1,30,3,0.299278029,9.03E+06,0.06782598
kmeans_ms,20,-0.1,30,3,0.340372854,8.93E+06,28.23016359
kmeans_rs,20,-0.1,30,3,0.357338489,8.89E+06,3.80911661
kmeans_hg,20,-0.1,30,3,0.360950297,8.89E+06,5.101244445
gmm,20,-0.1,30,3,0.088655418,-114.0044802,0.931190668
gmm_ms,20,-0.1,30,3,0.113504548,-107.3296554,346.6110882
gmm_rs,20,-0.1,30,3,0.017778843,-97.94986083,47.1928343
gmm_hg,20,-0.1,30,3,0.077805776,-100.9848101,67.08083916
gmm_shrunk,20,-0.1,30,3,0.15022865,-115.7489197,1.188652506
gmm_ms_shrunk,20,-0.1,30,3,0.204652089,-115.469517,363.0995463
gmm_rs_shrunk,20,-0.1,30,3,0.234455134,-115.0626095,70.59662537
gmm_hg_shrunk,20,-0.1,30,3,0.294036262,-114.4715311,91.81614931
gmm_oas,20,-0.1,30,3,0.110037557,-115.44466,1.514375358
gmm_ms_oas,20,-0.1,30,3,0.122666535,-114.3888982,349.1181239
gmm_rs_oas,20,-0.1,30,3,0.080085557,-113.0509252,61.60910312
gmm_hg_oas,20,-0.1,30,3,0.153630086,-113.1168154,94.1361292
gmm_ledoitwolf,20,-0.1,30,3,0.119122391,-115.5249533,1.470445318
gmm_ms_ledoitwolf,20,-0.1,30,3,0.132971114,-114.5972184,579.5052563
gmm_rs_ledoitwolf,20,-0.1,30,3,0.115776262,-113.6765301,91.84643876
gmm_hg_ledoitwolf,20,-0.1,30,3,0.24741298,-113.3824998,230.9959625
kmeans,20,-0.1,30,4,0.21761667,9.24E+06,0.050442952
kmeans_ms,20,-0.1,30,4,0.317093439,9.03E+06,18.28165269
kmeans_rs,20,-0.1,30,4,0.322668794,8.98E+06,7.283534051
kmeans_hg,20,-0.1,30,4,0.335870355,8.98E+06,7.886251146
gmm,20,-0.1,30,4,0.069998282,-112.3875874,1.046317655
gmm_ms,20,-0.1,30,4,0.086661249,-107.5035466,370.0181882
gmm_rs,20,-0.1,30,4,0.017782576,-98.17080386,46.29894716
gmm_hg,20,-0.1,30,4,0.017864953,-98.8015559,86.57680019
gmm_shrunk,20,-0.1,30,4,0.137509123,-115.8694686,1.331092222
gmm_ms_shrunk,20,-0.1,30,4,0.202465878,-115.3798133,401.0761308
gmm_rs_shrunk,20,-0.1,30,4,0.224144538,-115.1734337,62.98872263
gmm_hg_shrunk,20,-0.1,30,4,0.37852189,-114.1310427,109.1205423
gmm_oas,20,-0.1,30,4,0.083326036,-115.3569687,1.17343228
gmm_ms_oas,20,-0.1,30,4,0.139474715,-114.2141382,380.6327335
gmm_rs_oas,20,-0.1,30,4,0.139130344,-113.009023,56.70452886
gmm_hg_oas,20,-0.1,30,4,0.176011379,-112.8778709,101.837553
gmm_ledoitwolf,20,-0.1,30,4,0.110781604,-115.4245722,1.394231839
gmm_ms_ledoitwolf,20,-0.1,30,4,0.128402771,-114.452443,603.672945
gmm_rs_ledoitwolf,20,-0.1,30,4,0.119044623,-113.8409112,96.81866041
gmm_hg_ledoitwolf,20,-0.1,30,4,0.19869462,-113.2561469,173.9165609
kmeans,20,-0.1,30,5,0.309054415,9.31E+06,0.037270594
kmeans_ms,20,-0.1,30,5,0.374106171,9.17E+06,29.09101831
kmeans_rs,20,-0.1,30,5,0.374369004,9.13E+06,8.970880421
kmeans_hg,20,-0.1,30,5,0.406696393,9.13E+06,5.739801019
gmm,20,-0.1,30,5,0.09843867,-110.3646781,0.966077484
gmm_ms,20,-0.1,30,5,0.086627302,-107.3918504,323.0126079
gmm_rs,20,-0.1,30,5,0.003153245,-98.22152842,42.05259199
gmm_hg,20,-0.1,30,5,0.065587645,-98.92252818,82.10640481
gmm_shrunk,20,-0.1,30,5,0.16359752,-115.6894198,0.973104528
gmm_ms_shrunk,20,-0.1,30,5,0.208818773,-115.1451016,351.055971
gmm_rs_shrunk,20,-0.1,30,5,0.174558317,-115.0926342,51.03008769
gmm_hg_shrunk,20,-0.1,30,5,0.264674716,-114.4773271,101.7907911
gmm_oas,20,-0.1,30,5,0.102791103,-114.7428035,1.110228174
gmm_ms_oas,20,-0.1,30,5,0.126995502,-114.0969839,327.1269785
gmm_rs_oas,20,-0.1,30,5,0.015007257,-112.9118486,47.37177248
gmm_hg_oas,20,-0.1,30,5,0.056509414,-112.8080691,84.73418439
gmm_ledoitwolf,20,-0.1,30,5,0.114527177,-114.8143927,1.411840404
gmm_ms_ledoitwolf,20,-0.1,30,5,0.150213396,-114.4566797,539.582219
gmm_rs_ledoitwolf,20,-0.1,30,5,0.063718569,-113.4355465,93.66844697
gmm_hg_ledoitwolf,20,-0.1,30,5,0.204384923,-113.5715461,124.5963639
kmeans,20,-0.1,30,6,0.290272193,7.45E+06,0.057756887
kmeans_ms,20,-0.1,30,6,0.306965526,7.38E+06,18.24625211
kmeans_rs,20,-0.1,30,6,0.348802204,7.35E+06,7.925105576
kmeans_hg,20,-0.1,30,6,0.357001294,7.36E+06,8.635803736
gmm,20,-0.1,30,6,0.098609911,-108.7979492,1.24056332
gmm_ms,20,-0.1,30,6,0.086872121,-103.9053238,371.6829089
gmm_rs,20,-0.1,30,6,0.00159889,-96.17181883,50.69969049
gmm_hg,20,-0.1,30,6,0.001447972,-96.3459088,95.32244382
gmm_shrunk,20,-0.1,30,6,0.154684302,-113.7129268,0.915193113
gmm_ms_shrunk,20,-0.1,30,6,0.160889507,-113.3715023,408.7478836
gmm_rs_shrunk,20,-0.1,30,6,0.293422668,-112.8729654,88.22457582
gmm_hg_shrunk,20,-0.1,30,6,0.293495283,-112.6047544,126.9373347
gmm_oas,20,-0.1,30,6,0.123624146,-112.8189729,1.038715595
gmm_ms_oas,20,-0.1,30,6,0.094817052,-112.2752956,383.1671646
gmm_rs_oas,20,-0.1,30,6,0.141827443,-110.8942534,77.63584426
gmm_hg_oas,20,-0.1,30,6,0.119497878,-110.9609691,104.4490882
gmm_ledoitwolf,20,-0.1,30,6,0.116676718,-113.0194114,1.07445301
gmm_ms_ledoitwolf,20,-0.1,30,6,0.119453977,-112.2657841,659.4662016
gmm_rs_ledoitwolf,20,-0.1,30,6,0.121786366,-111.4012771,143.7497839
gmm_hg_ledoitwolf,20,-0.1,30,6,0.207730891,-111.524727,222.8389537
kmeans,20,-0.1,30,7,0.322720072,1.02E+07,0.070224986
kmeans_ms,20,-0.1,30,7,0.405259952,1.00E+07,26.00537079
kmeans_rs,20,-0.1,30,7,0.419595418,9.97E+06,7.730505505
kmeans_hg,20,-0.1,30,7,0.41774102,9.96E+06,7.293470868
gmm,20,-0.1,30,7,0.086807119,-114.0797174,0.967411118
gmm_ms,20,-0.1,30,7,0.059910387,-109.5639323,420.2865316
gmm_rs,20,-0.1,30,7,0.026327,-99.04039373,57.20497538
gmm_hg,20,-0.1,30,7,0.027027017,-99.5867997,97.12683426
gmm_shrunk,20,-0.1,30,7,0.122437951,-116.8822714,0.781812214
gmm_ms_shrunk,20,-0.1,30,7,0.209647547,-116.3335622,398.8803948
gmm_rs_shrunk,20,-0.1,30,7,0.228124485,-116.0554499,73.36572706
gmm_hg_shrunk,20,-0.1,30,7,0.354454042,-115.5446291,109.7429893
gmm_oas,20,-0.1,30,7,0.089776165,-116.2030813,0.732304503
gmm_ms_oas,20,-0.1,30,7,0.123654927,-115.4227565,377.691126
gmm_rs_oas,20,-0.1,30,7,0.081376657,-113.9649917,65.96153125
gmm_hg_oas,20,-0.1,30,7,0.142924664,-113.9755259,89.57657865
gmm_ledoitwolf,20,-0.1,30,7,0.083303153,-116.3134982,1.037692963
gmm_ms_ledoitwolf,20,-0.1,30,7,0.173358016,-115.4683925,581.9125808
gmm_rs_ledoitwolf,20,-0.1,30,7,0.101269082,-114.6011378,92.55535105
gmm_hg_ledoitwolf,20,-0.1,30,7,0.199316563,-114.3811217,231.4772338
kmeans,20,-0.1,30,8,0.352545581,8.32E+06,0.059470554
kmeans_ms,20,-0.1,30,8,0.367259681,8.29E+06,20.53328875
kmeans_rs,20,-0.1,30,8,0.368344552,8.27E+06,7.940060761
kmeans_hg,20,-0.1,30,8,0.367441552,8.27E+06,7.320780736
gmm,20,-0.1,30,8,0.12618738,-109.5265976,1.420761321
gmm_ms,20,-0.1,30,8,0.100532852,-107.2080136,407.7018211
gmm_rs,20,-0.1,30,8,0.001851682,-97.67857794,525.6459047
gmm_hg,20,-0.1,30,8,0.031282721,-98.5832973,153.5997036
gmm_shrunk,20,-0.1,30,8,0.146344553,-115.2910536,1.143339166
gmm_ms_shrunk,20,-0.1,30,8,0.179114883,-115.1046362,435.1101836
gmm_rs_shrunk,20,-0.1,30,8,0.235118792,-114.5451554,82.90461208
gmm_hg_shrunk,20,-0.1,30,8,0.235066428,-114.3531014,128.5601497
gmm_oas,20,-0.1,30,8,0.129258684,-114.3419734,0.747666916
gmm_ms_oas,20,-0.1,30,8,0.133721275,-113.7816902,410.3326617
gmm_rs_oas,20,-0.1,30,8,0.140945085,-112.6179392,78.94226992
gmm_hg_oas,20,-0.1,30,8,0.183539521,-112.5606952,145.5903958
gmm_ledoitwolf,20,-0.1,30,8,0.143479253,-114.2953755,2.270879428
gmm_ms_ledoitwolf,20,-0.1,30,8,0.177772208,-113.8930691,705.2658347
gmm_rs_ledoitwolf,20,-0.1,30,8,0.159138351,-112.8480418,131.2615763
gmm_hg_ledoitwolf,20,-0.1,30,8,0.163069447,-112.8387301,229.0395965
kmeans,20,-0.1,30,9,0.287307022,9.27E+06,0.033335778
kmeans_ms,20,-0.1,30,9,0.356646674,9.11E+06,16.22502411
kmeans_rs,20,-0.1,30,9,0.388848391,9.07E+06,4.331927574
kmeans_hg,20,-0.1,30,9,0.404291613,9.07E+06,6.268006005
gmm,20,-0.1,30,9,0.116937142,-111.4476807,1.14056239
gmm_ms,20,-0.1,30,9,0.079668295,-107.5227251,391.3654102
gmm_rs,20,-0.1,30,9,0.014228855,-97.92226561,54.09897682
gmm_hg,20,-0.1,30,9,0.003488301,-98.43228691,92.19981237
gmm_shrunk,20,-0.1,30,9,0.135236562,-115.8108953,0.682664468
gmm_ms_shrunk,20,-0.1,30,9,0.244919835,-115.2407093,410.2786149
gmm_rs_shrunk,20,-0.1,30,9,0.228019289,-114.8559505,82.3470754
gmm_hg_shrunk,20,-0.1,30,9,0.384870129,-114.1334158,122.4285912
gmm_oas,20,-0.1,30,9,0.117527493,-114.8095312,0.779808028
gmm_ms_oas,20,-0.1,30,9,0.131370989,-114.2785311,397.2745173
gmm_rs_oas,20,-0.1,30,9,0.090977449,-112.9651964,52.22811174
gmm_hg_oas,20,-0.1,30,9,0.184275509,-112.7446642,116.9004345
gmm_ledoitwolf,20,-0.1,30,9,0.11938941,-114.9961502,1.458028739
gmm_ms_ledoitwolf,20,-0.1,30,9,0.17154544,-114.3641143,646.2820795
gmm_rs_ledoitwolf,20,-0.1,30,9,0.097978691,-113.7276652,103.3490065
gmm_hg_ledoitwolf,20,-0.1,30,9,0.181441103,-113.2911006,196.2672139
kmeans,20,-0.1,30,10,0.347780746,7.50E+06,0.03437623
kmeans_ms,20,-0.1,30,10,0.392298045,7.44E+06,15.7808172
kmeans_rs,20,-0.1,30,10,0.397289176,7.43E+06,6.551781524
kmeans_hg,20,-0.1,30,10,0.401849962,7.43E+06,5.583075837
gmm,20,-0.1,30,10,0.143962631,-108.051313,1.235852832
gmm_ms,20,-0.1,30,10,0.079410354,-105.0104574,400.5324133
gmm_rs,20,-0.1,30,10,0.001546551,-96.20178589,53.9608873
gmm_hg,20,-0.1,30,10,0.001305194,-97.36234884,104.2165799
gmm_shrunk,20,-0.1,30,10,0.206978564,-113.8774351,0.899207062
gmm_ms_shrunk,20,-0.1,30,10,0.220047358,-113.3899154,415.0500697
gmm_rs_shrunk,20,-0.1,30,10,0.263487378,-113.2775042,65.29534932
gmm_hg_shrunk,20,-0.1,30,10,0.294745968,-112.8719926,122.3662143
gmm_oas,20,-0.1,30,10,0.199613578,-112.5198521,2.192405535
gmm_ms_oas,20,-0.1,30,10,0.131595923,-112.039527,412.402062
gmm_rs_oas,20,-0.1,30,10,0.200643767,-110.9944435,75.89621175
gmm_hg_oas,20,-0.1,30,10,0.196904011,-111.0943496,133.8137377
gmm_ledoitwolf,20,-0.1,30,10,0.177723852,-112.7026362,2.348380005
gmm_ms_ledoitwolf,20,-0.1,30,10,0.123900526,-112.2443102,854.9996775
gmm_rs_ledoitwolf,20,-0.1,30,10,0.140176772,-111.3832721,127.8309012
gmm_hg_ledoitwolf,20,-0.1,30,10,0.240095957,-111.3406148,215.3237743
kmeans,20,-0.1,30,11,0.372100241,7.20E+06,0.081048337
kmeans_ms,20,-0.1,30,11,0.371487044,7.14E+06,31.31374104
kmeans_rs,20,-0.1,30,11,0.408031066,7.12E+06,8.520821092
kmeans_hg,20,-0.1,30,11,0.412111244,7.12E+06,10.29777767
gmm,20,-0.1,30,11,0.106634262,-107.9031059,0.98243399
gmm_ms,20,-0.1,30,11,0.099662139,-104.2452031,399.9602417
gmm_rs,20,-0.1,30,11,0.001328554,-95.6172008,55.26413637
gmm_hg,20,-0.1,30,11,0.001469236,-96.38531839,96.87943708
gmm_shrunk,20,-0.1,30,11,0.2018942,-113.2685253,1.806648175
gmm_ms_shrunk,20,-0.1,30,11,0.184390702,-112.9708793,428.1452286
gmm_rs_shrunk,20,-0.1,30,11,0.257553374,-112.6210522,86.99752031
gmm_hg_shrunk,20,-0.1,30,11,0.327382452,-112.2588053,120.4022684
gmm_oas,20,-0.1,30,11,0.121293204,-112.4096416,1.025307877
gmm_ms_oas,20,-0.1,30,11,0.187357904,-111.6879485,403.3592809
gmm_rs_oas,20,-0.1,30,11,0.09155769,-110.5812241,68.86505655
gmm_hg_oas,20,-0.1,30,11,0.216180627,-110.4706636,136.1799853
gmm_ledoitwolf,20,-0.1,30,11,0.125441555,-112.5908463,1.267458881
gmm_ms_ledoitwolf,20,-0.1,30,11,0.183075113,-111.6882413,798.9183675
gmm_rs_ledoitwolf,20,-0.1,30,11,0.088498517,-110.9567659,113.896371
gmm_hg_ledoitwolf,20,-0.1,30,11,0.204324986,-110.783682,293.6356288
kmeans,20,-0.1,30,12,0.31016082,8.33E+06,0.231644089
kmeans_ms,20,-0.1,30,12,0.35090829,8.31E+06,12.39725488
kmeans_rs,20,-0.1,30,12,0.365438483,8.28E+06,3.352652966
kmeans_hg,20,-0.1,30,12,0.358370044,8.28E+06,5.534189675
gmm,20,-0.1,30,12,0.161701936,-108.3455366,0.687669432
gmm_ms,20,-0.1,30,12,0.130531269,-106.2349317,374.7878753
gmm_rs,20,-0.1,30,12,0.001630964,-97.85023409,49.17364875
gmm_hg,20,-0.1,30,12,0.001555229,-98.60065432,99.38472816
gmm_shrunk,20,-0.1,30,12,0.192429311,-115.3095953,0.584675039
gmm_ms_shrunk,20,-0.1,30,12,0.187806903,-114.910754,395.0787127
gmm_rs_shrunk,20,-0.1,30,12,0.208558145,-114.6526952,74.87115579
gmm_hg_shrunk,20,-0.1,30,12,0.410689251,-113.8272724,120.6836435
gmm_oas,20,-0.1,30,12,0.172112164,-113.9437118,0.681553461
gmm_ms_oas,20,-0.1,30,12,0.14273982,-113.6186901,384.1695914
gmm_rs_oas,20,-0.1,30,12,0.151688926,-112.5386175,65.7487396
gmm_hg_oas,20,-0.1,30,12,0.240765055,-112.5110238,95.56294839
gmm_ledoitwolf,20,-0.1,30,12,0.167605952,-114.0781729,1.081336638
gmm_ms_ledoitwolf,20,-0.1,30,12,0.16436997,-113.6569804,674.6266798
gmm_rs_ledoitwolf,20,-0.1,30,12,0.181477448,-112.9128706,109.5335251
gmm_hg_ledoitwolf,20,-0.1,30,12,0.195681805,-112.949166,202.9510347
kmeans,20,-0.1,30,13,0.179247621,7.83E+06,0.054943551
kmeans_ms,20,-0.1,30,13,0.26910402,7.69E+06,30.43851259
kmeans_rs,20,-0.1,30,13,0.28421393,7.68E+06,10.07167262
kmeans_hg,20,-0.1,30,13,0.295156668,7.68E+06,4.229757574
gmm,20,-0.1,30,13,0.072443494,-112.144955,0.882280081
gmm_ms,20,-0.1,30,13,0.05092983,-105.9936979,412.4688448
gmm_rs,20,-0.1,30,13,0.001275385,-96.44800435,55.3354226
gmm_hg,20,-0.1,30,13,0.013920663,-97.92403711,126.7633242
gmm_shrunk,20,-0.1,30,13,0.09517042,-114.2393446,1.103807146
gmm_ms_shrunk,20,-0.1,30,13,0.143074951,-113.9930211,445.3581301
gmm_rs_shrunk,20,-0.1,30,13,0.12033017,-114.0326882,39.13459338
gmm_hg_shrunk,20,-0.1,30,13,0.214992255,-113.2359786,133.4664627
gmm_oas,20,-0.1,30,13,0.074944102,-113.7979832,1.019835829
gmm_ms_oas,20,-0.1,30,13,0.075941072,-112.822807,424.962231
gmm_rs_oas,20,-0.1,30,13,0.062704949,-111.5146216,74.23603701
gmm_hg_oas,20,-0.1,30,13,0.16088678,-111.5244547,143.9541293
gmm_ledoitwolf,20,-0.1,30,13,0.081795355,-113.8037516,1.961901651
gmm_ms_ledoitwolf,20,-0.1,30,13,0.091435032,-112.8826429,700.2220887
gmm_rs_ledoitwolf,20,-0.1,30,13,0.105417345,-111.9961314,98.51950381
gmm_hg_ledoitwolf,20,-0.1,30,13,0.112214677,-111.8460476,222.1039775
kmeans,20,-0.1,30,14,0.340588343,9.31E+06,0.063711794
kmeans_ms,20,-0.1,30,14,0.377763782,9.16E+06,18.47720313
kmeans_rs,20,-0.1,30,14,0.412040758,9.13E+06,3.349222919
kmeans_hg,20,-0.1,30,14,0.402608314,9.13E+06,4.595187949
gmm,20,-0.1,30,14,0.0991361,-111.8132374,1.355175647
gmm_ms,20,-0.1,30,14,0.101934539,-108.44873,417.574209
gmm_rs,20,-0.1,30,14,0.01724204,-98.48248205,57.88343016
gmm_hg,20,-0.1,30,14,0.014236421,-99.66260518,101.5478158
gmm_shrunk,20,-0.1,30,14,0.137693951,-116.1005699,1.108981794
gmm_ms_shrunk,20,-0.1,30,14,0.202811313,-115.5875964,447.6925793
gmm_rs_shrunk,20,-0.1,30,14,0.210456199,-115.3188342,65.53650957
gmm_hg_shrunk,20,-0.1,30,14,0.413745276,-114.2898178,121.4236808
gmm_oas,20,-0.1,30,14,0.102363343,-115.3428029,0.705434887
gmm_ms_oas,20,-0.1,30,14,0.08712786,-114.4986336,412.4828556
gmm_rs_oas,20,-0.1,30,14,0.075750885,-113.4021821,71.7426206
gmm_hg_oas,20,-0.1,30,14,0.126292299,-113.1526361,110.8913343
gmm_ledoitwolf,20,-0.1,30,14,0.112121515,-115.3475632,1.425484913
gmm_ms_ledoitwolf,20,-0.1,30,14,0.157133366,-114.4757121,651.8277194
gmm_rs_ledoitwolf,20,-0.1,30,14,0.015332595,-113.8708569,63.71843906
gmm_hg_ledoitwolf,20,-0.1,30,14,0.24410537,-113.635074,232.8896784
kmeans,20,-0.1,30,15,0.202165949,9.68E+06,0.040503406
kmeans_ms,20,-0.1,30,15,0.309325356,9.50E+06,24.94295981
kmeans_rs,20,-0.1,30,15,0.299546548,9.47E+06,6.766499127
kmeans_hg,20,-0.1,30,15,0.325705941,9.46E+06,6.244993883
gmm,20,-0.1,30,15,0.067362654,-113.5230651,0.84686743
gmm_ms,20,-0.1,30,15,0.067256509,-106.6747126,353.8370894
gmm_rs,20,-0.1,30,15,0.018238503,-98.52212258,48.76298728
gmm_hg,20,-0.1,30,15,0.020692006,-99.37288819,82.99155034
gmm_shrunk,20,-0.1,30,15,0.081599521,-116.9840572,0.779375727
gmm_ms_shrunk,20,-0.1,30,15,0.178772402,-116.3347802,359.2981067
gmm_rs_shrunk,20,-0.1,30,15,0.200275133,-115.9455187,63.03623519
gmm_hg_shrunk,20,-0.1,30,15,0.348276282,-115.2032901,112.1345923
gmm_oas,20,-0.1,30,15,0.068653634,-116.175303,1.144512546
gmm_ms_oas,20,-0.1,30,15,0.067030037,-114.9382683,344.0736684
gmm_rs_oas,20,-0.1,30,15,0.109292305,-113.8325402,61.96990275
gmm_hg_oas,20,-0.1,30,15,0.162839612,-113.84627,110.6958003
gmm_ledoitwolf,20,-0.1,30,15,0.072497924,-116.3668624,1.626389576
gmm_ms_ledoitwolf,20,-0.1,30,15,0.09706163,-115.1446935,530.7330525
gmm_rs_ledoitwolf,20,-0.1,30,15,0.050367154,-114.3431244,113.412
gmm_hg_ledoitwolf,20,-0.1,30,15,0.160134961,-114.4150353,203.4094151
kmeans,20,-0.1,30,16,0.297019558,8.69E+06,0.054108203
kmeans_ms,20,-0.1,30,16,0.377578988,8.58E+06,24.41155654
kmeans_rs,20,-0.1,30,16,0.400344823,8.55E+06,8.147880771
kmeans_hg,20,-0.1,30,16,0.387095457,8.54E+06,6.406143932
gmm,20,-0.1,30,16,0.078424776,-111.7767952,1.342411991
gmm_ms,20,-0.1,30,16,0.106270254,-108.2443205,358.1697156
gmm_rs,20,-0.1,30,16,0.01915838,-97.83001364,51.00254108
gmm_hg,20,-0.1,30,16,0.020426974,-99.57609021,77.7751153
gmm_shrunk,20,-0.1,30,16,0.170668735,-115.6350521,1.467492037
gmm_ms_shrunk,20,-0.1,30,16,0.17982602,-115.1061644,382.8804178
gmm_rs_shrunk,20,-0.1,30,16,0.175185169,-114.9234741,57.36283897
gmm_hg_shrunk,20,-0.1,30,16,0.30701969,-114.2106719,100.8326365
gmm_oas,20,-0.1,30,16,0.092367955,-114.9256804,0.983864169
gmm_ms_oas,20,-0.1,30,16,0.125720365,-113.8552101,362.1940333
gmm_rs_oas,20,-0.1,30,16,0.071127039,-112.7645734,55.62396816
gmm_hg_oas,20,-0.1,30,16,0.139068659,-112.6759698,91.33782299
gmm_ledoitwolf,20,-0.1,30,16,0.131805814,-114.9754745,1.268411044
gmm_ms_ledoitwolf,20,-0.1,30,16,0.147045248,-114.1985029,619.5957277
gmm_rs_ledoitwolf,20,-0.1,30,16,0.134286338,-113.1678302,103.6734382
gmm_hg_ledoitwolf,20,-0.1,30,16,0.279088135,-113.0757189,206.4911733
kmeans,20,-0.1,30,17,0.316534022,9.23E+06,0.106694995
kmeans_ms,20,-0.1,30,17,0.365355078,9.15E+06,25.38453655
kmeans_rs,20,-0.1,30,17,0.387525891,9.12E+06,3.897873315
kmeans_hg,20,-0.1,30,17,0.376600364,9.13E+06,5.194910829
gmm,20,-0.1,30,17,0.099182368,-109.7527862,1.429809855
gmm_ms,20,-0.1,30,17,0.099968571,-107.9891285,463.5430734
gmm_rs,20,-0.1,30,17,0.023032027,-98.16761103,62.93498522
gmm_hg,20,-0.1,30,17,0.068194927,-100.1393939,111.0963904
gmm_shrunk,20,-0.1,30,17,0.164324345,-116.2668542,1.393456169
gmm_ms_shrunk,20,-0.1,30,17,0.217800351,-115.6611763,479.012562
