algorithm,k,c,d,i,ari,nmi,ci_sphere,ci_ellipsoid,ci_ellipsoid_norm,ci_mixture,ci_mixture_norm,mirkins_index,huberts_index,varinfo,vmeasure,obj,t
gmm,20,-0.1,20,4,0.200856518,0.389680956,11,12,9,12,9,0.123621311,0.752757379,3.268419017,0.389680956,-76.78620819,0.704477238
gmm_hg,20,-0.1,20,4,0.059063239,0.303673774,17,17,15,17,15,0.355067534,0.289864932,3.01466626,0.303673774,-71.74024768,92.094076
gmm_hg_ledoitwolf,20,-0.1,20,4,0.270721982,0.489183843,10,10,10,10,10,0.110536768,0.778926463,2.753353395,0.489183843,-77.21880825,116.9242437
gmm_hg_oas,20,-0.1,20,4,0.34949312,0.533189707,7,8,7,8,7,0.079801401,0.840397199,2.625804826,0.533189707,-77.0116428,86.05645629
gmm_hg_shrunk,20,-0.1,20,4,0.513538733,0.6468666,3,3,3,3,3,0.049353677,0.901292646,2.085009362,0.6468666,-77.37163599,70.26455529
gmm_ledoitwolf,20,-0.1,20,4,0.169419488,0.36507556,11,12,8,12,8,0.142248124,0.715503752,3.348791818,0.36507556,-78.09623092,0.510622441
gmm_ms,20,-0.1,20,4,0.132661246,0.336641248,15,15,9,15,9,0.181482241,0.637035518,3.364361111,0.336641248,-75.81122614,119.1325963
gmm_ms_ledoitwolf,20,-0.1,20,4,0.267366544,0.465326866,8,10,8,10,8,0.101606303,0.796787394,2.953672413,0.465326866,-77.72456972,143.0936271
gmm_ms_oas,20,-0.1,20,4,0.248891917,0.424484289,9,11,9,11,9,0.096053027,0.807893947,3.23214221,0.424484289,-77.53351265,114.2119385
gmm_ms_shrunk,20,-0.1,20,4,0.348771843,0.522145754,6,8,7,8,7,0.077592296,0.844815408,2.710359788,0.522145754,-77.91892092,103.5221992
gmm_oas,20,-0.1,20,4,0.192595814,0.377576145,11,11,9,11,9,0.120956978,0.758086043,3.358013114,0.377576145,-78.02113652,0.479348328
gmm_rs,20,-0.1,20,4,0.088137916,0.360683996,15,16,15,16,15,0.254021011,0.491957979,2.946600548,0.360683996,-71.06989612,23.74955512
gmm_rs_ledoitwolf,20,-0.1,20,4,0.167565272,0.413228298,15,15,15,15,15,0.202495248,0.595009505,2.812283839,0.413228298,-77.18582377,33.84250913
gmm_rs_oas,20,-0.1,20,4,0.237879698,0.466852828,12,12,11,12,11,0.136861431,0.726277139,2.74361662,0.466852828,-76.99326878,29.34184823
gmm_rs_shrunk,20,-0.1,20,4,0.309161704,0.515023197,10,10,10,10,10,0.102148574,0.795702851,2.610868108,0.515023197,-77.80751235,21.55558373
gmm_shrunk,20,-0.1,20,4,0.268748201,0.455109482,10,11,9,11,9,0.102225113,0.795549775,2.985121168,0.455109482,-78.23815039,0.402663295
kmeans,20,-0.1,20,4,0.344004968,0.471773885,5,19,19,5,5,0.070725363,0.858549275,3.054169336,0.471773885,6.18E+06,0.057371905
kmeans_hg,20,-0.1,20,4,0.428228717,0.536040011,2,19,19,2,2,0.056833917,0.886332166,2.741988776,0.536040011,6.03E+06,12.75345886
kmeans_ms,20,-0.1,20,4,0.408213218,0.525717782,2,19,19,2,2,0.057536268,0.884927464,2.821561721,0.525717782,6.05E+06,19.32471014
kmeans_rs,20,-0.1,20,4,0.398959125,0.515505544,3,19,19,3,3,0.060944972,0.878110055,2.848449024,0.515505544,6.06E+06,7.140913934
gmm,20,-0.1,20,5,0.170389323,0.348137527,8,10,7,10,7,0.10486043,0.79027914,3.691185477,0.348137527,-75.48446497,0.847343196
gmm_hg,20,-0.1,20,5,0.084714869,0.38918037,13,14,10,14,10,0.221387194,0.557225613,2.988373399,0.38918037,-71.00292682,84.63746529
gmm_hg_ledoitwolf,20,-0.1,20,5,0.417650566,0.587171177,6,6,5,6,5,0.069569285,0.860861431,2.341435783,0.587171177,-75.78123578,111.9699376
gmm_hg_oas,20,-0.1,20,5,0.386793981,0.568890262,6,7,6,7,6,0.077083542,0.845832916,2.431671388,0.568890262,-75.77073246,85.77269926
gmm_hg_shrunk,20,-0.1,20,5,0.499942361,0.605647289,2,3,1,3,1,0.04958029,0.90083942,2.334664565,0.605647289,-76.31547482,69.73238531
gmm_ledoitwolf,20,-0.1,20,5,0.207553262,0.375932358,7,9,8,9,8,0.098781891,0.802436218,3.537048924,0.375932358,-76.52432759,0.90335324
gmm_ms,20,-0.1,20,5,0.217599844,0.388173165,10,10,9,10,9,0.109773887,0.780452226,3.344712692,0.388173165,-74.10254976,122.9125511
gmm_ms_ledoitwolf,20,-0.1,20,5,0.334256997,0.479501513,5,6,5,6,5,0.071295648,0.857408704,3.024907855,0.479501513,-76.25115157,169.842926
gmm_ms_oas,20,-0.1,20,5,0.278771852,0.44589532,8,8,7,8,7,0.089393197,0.821213607,3.117476364,0.44589532,-76.28085966,127.3277055
gmm_ms_shrunk,20,-0.1,20,5,0.36921414,0.50528895,4,3,4,3,4,0.063017509,0.873964982,2.923346293,0.50528895,-76.66512826,109.6786678
gmm_oas,20,-0.1,20,5,0.185968639,0.355549455,7,8,8,8,8,0.101429215,0.797141571,3.654889343,0.355549455,-76.58061695,0.553398905
gmm_rs,20,-0.1,20,5,0.044633038,0.099947521,16,19,16,19,16,0.77329965,-0.5465993,3.2687006,0.099947521,-69.80192757,25.95408137
gmm_rs_ledoitwolf,20,-0.1,20,5,0.215216039,0.471646484,11,12,11,12,11,0.158662831,0.682674337,2.696824737,0.471646484,-75.71420609,28.54131107
gmm_rs_oas,20,-0.1,20,5,0.203499146,0.403013459,11,13,13,13,13,0.142209105,0.715581791,3.075966215,0.403013459,-75.81977302,21.46440705
gmm_rs_shrunk,20,-0.1,20,5,0.347720694,0.495945562,5,8,7,8,7,0.078517759,0.842964482,2.830294299,0.495945562,-76.64265982,25.26704736
gmm_shrunk,20,-0.1,20,5,0.248653623,0.402570594,6,7,7,7,7,0.082014007,0.835971986,3.457238993,0.402570594,-77.01862642,0.44048955
kmeans,20,-0.1,20,5,0.385489946,0.502382734,1,19,19,1,1,0.059147574,0.881704852,2.969374193,0.502382734,4.96E+06,0.139371444
kmeans_hg,20,-0.1,20,5,0.404079661,0.523081104,0,19,19,0,0,0.056985493,0.886029015,2.84932832,0.523081104,4.92E+06,15.09233705
kmeans_ms,20,-0.1,20,5,0.408946301,0.530029577,0,19,19,0,0,0.056706853,0.886586293,2.806377091,0.530029577,4.93E+06,20.10136429
kmeans_rs,20,-0.1,20,5,0.409425097,0.52895046,0,19,19,0,0,0.056725863,0.886548274,2.812030162,0.52895046,4.92E+06,8.984912695
gmm,20,-0.1,20,6,0.196973714,0.391354666,8,9,8,9,8,0.102731366,0.794537269,3.413051317,0.391354666,-76.34713356,0.335794292
gmm_hg,20,-0.1,20,6,0.081137555,0.278885005,15,17,15,17,15,0.306889945,0.38622011,3.226161134,0.278885005,-71.02319282,90.86490965
gmm_hg_ledoitwolf,20,-0.1,20,6,0.485018127,0.632219077,4,5,4,5,4,0.057032016,0.885935968,2.124493767,0.632219077,-75.86311552,116.0560032
gmm_hg_oas,20,-0.1,20,6,0.463297376,0.607375955,5,5,5,5,5,0.059686343,0.880627314,2.25685003,0.607375955,-75.78462306,80.9061569
gmm_hg_shrunk,20,-0.1,20,6,0.678272261,0.743727868,0,0,0,0,0,0.030644322,0.938711356,1.532207128,0.743727868,-76.01864225,67.02790837
gmm_ledoitwolf,20,-0.1,20,6,0.242524461,0.422781785,7,10,7,10,7,0.093332166,0.813335668,3.264044839,0.422781785,-76.862662,0.764934491
gmm_ms,20,-0.1,20,6,0.192224536,0.368336308,8,11,7,11,7,0.109729865,0.78054027,3.500653238,0.368336308,-74.78963242,116.4673121
gmm_ms_ledoitwolf,20,-0.1,20,6,0.266305003,0.452669435,9,11,8,11,8,0.104192596,0.791614807,2.991969247,0.452669435,-76.52080698,152.4556603
gmm_ms_oas,20,-0.1,20,6,0.332572043,0.505434881,5,7,5,7,5,0.076967984,0.846064032,2.827928886,0.505434881,-76.32187262,115.6953822
gmm_ms_shrunk,20,-0.1,20,6,0.45544452,0.597738845,4,5,4,5,4,0.059117559,0.881764882,2.332213698,0.597738845,-76.57304386,109.4096909
gmm_oas,20,-0.1,20,6,0.22594368,0.410221666,7,9,8,9,8,0.097090545,0.805818909,3.32746832,0.410221666,-76.80008513,0.792467784
gmm_rs,20,-0.1,20,6,0.12693871,0.257844218,16,17,16,17,16,0.355906953,0.288186093,3.242763977,0.257844218,-70.28129224,24.41780124
gmm_rs_ledoitwolf,20,-0.1,20,6,0.314768119,0.516540534,10,11,10,11,10,0.103310655,0.793378689,2.580135791,0.516540534,-75.97664775,33.540116
gmm_rs_oas,20,-0.1,20,6,0.270445277,0.481365875,10,12,10,12,10,0.120464732,0.759070535,2.718804267,0.481365875,-75.90726615,24.08111881
gmm_rs_shrunk,20,-0.1,20,6,0.463540968,0.62647425,5,6,6,6,6,0.06316008,0.87367984,2.120783004,0.62647425,-76.38519265,22.88864729
gmm_shrunk,20,-0.1,20,6,0.335023951,0.503613991,5,6,6,6,6,0.074115558,0.851768884,2.86673714,0.503613991,-76.85479764,0.399537339
kmeans,20,-0.1,20,6,0.400806981,0.519060203,3,19,19,3,3,0.058941471,0.882117059,2.851783701,0.519060203,5.08E+06,0.078155764
kmeans_hg,20,-0.1,20,6,0.456318084,0.565455747,0,19,19,0,0,0.052683842,0.894632316,2.587877763,0.565455747,5.04E+06,10.59826063
kmeans_ms,20,-0.1,20,6,0.453777114,0.560953485,0,19,19,0,0,0.052733367,0.894533267,2.616870855,0.560953485,5.04E+06,17.03498061
kmeans_rs,20,-0.1,20,6,0.456362557,0.566036917,0,19,19,0,0,0.052568784,0.894862431,2.585846733,0.566036917,5.04E+06,7.684623212
gmm,20,-0.1,20,7,0.158083265,0.322768365,8,10,8,10,8,0.109438219,0.781123562,3.814028301,0.322768365,-75.12795802,1.150778317
gmm_hg,20,-0.1,20,7,0.047959603,0.323529452,13,14,13,14,13,0.216469735,0.56706053,3.320563688,0.323529452,-70.18478217,95.40366039
gmm_hg_ledoitwolf,20,-0.1,20,7,0.330003856,0.519730662,9,9,9,9,9,0.08809905,0.823801901,2.644248429,0.519730662,-75.19796921,129.9299164
gmm_hg_oas,20,-0.1,20,7,0.361238717,0.535006438,7,9,8,9,8,0.08126013,0.83747974,2.593600615,0.535006438,-75.14415928,96.07965505
gmm_hg_shrunk,20,-0.1,20,7,0.555270023,0.655121327,2,2,2,2,2,0.044417709,0.911164582,2.039739719,0.655121327,-75.53063125,79.19859779
gmm_ledoitwolf,20,-0.1,20,7,0.167772578,0.328117892,7,10,6,10,6,0.099990995,0.800018009,3.826808471,0.328117892,-76.18071939,1.231204016
gmm_ms,20,-0.1,20,7,0.196042815,0.400620442,10,12,9,12,9,0.137742871,0.724514257,3.168930339,0.400620442,-73.82503934,127.0885593
gmm_ms_ledoitwolf,20,-0.1,20,7,0.291930576,0.468998497,7,9,8,9,8,0.089928464,0.820143072,2.975704529,0.468998497,-75.67520191,172.3173122
gmm_ms_oas,20,-0.1,20,7,0.27789297,0.447505762,5,8,5,8,5,0.087905453,0.824189095,3.129643661,0.447505762,-75.72438172,135.8789389
gmm_ms_shrunk,20,-0.1,20,7,0.351932364,0.504928181,4,4,4,4,4,0.071578789,0.856842421,2.884413105,0.504928181,-76.03217085,132.1908679
gmm_oas,20,-0.1,20,7,0.152635308,0.319145816,6,10,6,10,6,0.10137969,0.79724062,3.884119668,0.319145816,-76.14782943,1.022134271
gmm_rs,20,-0.1,20,7,0.044793779,0.221662474,16,18,16,18,16,0.397294147,0.205411706,3.270762184,0.221662474,-69.18836394,28.50504539
gmm_rs_ledoitwolf,20,-0.1,20,7,0.195990129,0.420693598,14,14,12,14,12,0.166591296,0.666817409,2.888151718,0.420693598,-75.29501257,36.17736892
gmm_rs_oas,20,-0.1,20,7,0.219636493,0.449380409,13,13,11,13,11,0.146366683,0.707266633,2.820280751,0.449380409,-75.11191398,30.48851721
gmm_rs_shrunk,20,-0.1,20,7,0.467131962,0.601825599,5,5,5,5,5,0.057561281,0.884877439,2.308905348,0.601825599,-75.71416539,28.14099432
gmm_shrunk,20,-0.1,20,7,0.219269597,0.383606378,5,7,5,7,5,0.084167584,0.831664832,3.589642585,0.383606378,-76.37639652,0.702228261
kmeans,20,-0.1,20,7,0.400202829,0.51576317,0,19,19,0,0,0.058025013,0.883949975,2.885056572,0.51576317,4.64E+06,0.277987059
kmeans_hg,20,-0.1,20,7,0.427673457,0.537502839,0,19,19,0,0,0.054656828,0.890686343,2.763878045,0.537502839,4.62E+06,13.65641766
kmeans_ms,20,-0.1,20,7,0.427412376,0.534651002,0,19,19,0,0,0.054651826,0.890696348,2.780961124,0.534651002,4.63E+06,20.81882843
kmeans_rs,20,-0.1,20,7,0.442616491,0.544468546,1,19,19,1,1,0.053711856,0.892576288,2.717000862,0.544468546,4.63E+06,7.795290203
gmm,20,-0.1,20,8,0.269797112,0.440404065,6,7,6,7,6,0.090841921,0.818316158,3.180452522,0.440404065,-75.41427863,0.794724575
gmm_hg,20,-0.1,20,8,0.063407202,0.208160475,16,18,14,18,14,0.449418709,0.101162581,3.309455749,0.208160475,-70.56661493,107.0663929
gmm_hg_ledoitwolf,20,-0.1,20,8,0.430365739,0.623886418,5,6,4,6,4,0.071013007,0.857973987,2.12960566,0.623886418,-74.9149696,123.6297916
gmm_hg_oas,20,-0.1,20,8,0.360984099,0.600396837,6,7,6,7,6,0.089742871,0.820514257,2.228202538,0.600396837,-74.89952164,105.0110998
gmm_hg_shrunk,20,-0.1,20,8,0.613844229,0.706511109,2,2,2,2,2,0.037991496,0.924017009,1.739909067,0.706511109,-75.36473515,86.546604
gmm_ledoitwolf,20,-0.1,20,8,0.268564548,0.427687013,6,6,5,6,5,0.088041521,0.823916958,3.271191259,0.427687013,-76.09511708,0.754327499
gmm_ms,20,-0.1,20,8,0.212141231,0.382122487,8,10,8,10,8,0.101201601,0.797596798,3.432961077,0.382122487,-73.4989701,146.2274899
gmm_ms_ledoitwolf,20,-0.1,20,8,0.322341605,0.479044054,7,9,7,9,7,0.079528264,0.840943472,2.966514418,0.479044054,-75.53911816,192.9080098
gmm_ms_oas,20,-0.1,20,8,0.286080219,0.476448018,7,9,7,9,7,0.093875938,0.812248124,2.912519277,0.476448018,-75.45259669,153.7842642
gmm_ms_shrunk,20,-0.1,20,8,0.409594976,0.536140536,3,3,3,3,3,0.060411206,0.879177589,2.730911805,0.536140536,-75.80992595,140.3052972
gmm_oas,20,-0.1,20,8,0.273613906,0.433561538,6,7,6,7,6,0.085132566,0.829734867,3.251822672,0.433561538,-75.99751256,0.657972803
gmm_rs,20,-0.1,20,8,0.001553988,0.10681186,18,19,13,19,13,0.774375188,-0.548750375,3.240092839,0.10681186,-68.92778242,39.77714661
gmm_rs_ledoitwolf,20,-0.1,20,8,0.299605264,0.519224683,9,10,9,10,9,0.109111056,0.781777889,2.571464794,0.519224683,-75.14360977,32.5421357
gmm_rs_oas,20,-0.1,20,8,0.186333098,0.439341663,13,13,10,13,10,0.173134067,0.653731866,2.830607441,0.439341663,-75.1003433,26.53465012
gmm_rs_shrunk,20,-0.1,20,8,0.469612607,0.60650558,4,6,6,6,6,0.059428714,0.881142571,2.26365538,0.60650558,-75.68379424,28.21629757
gmm_shrunk,20,-0.1,20,8,0.32934232,0.476059342,4,5,4,5,4,0.071356178,0.857287644,3.067669895,0.476059342,-76.15986235,0.783351193
kmeans,20,-0.1,20,8,0.316011802,0.455634541,3,19,19,3,3,0.065529765,0.86894047,3.251837617,0.455634541,4.67E+06,0.117263874
kmeans_hg,20,-0.1,20,8,0.353671352,0.488545884,1,19,19,1,1,0.061935468,0.876129065,3.05459624,0.488545884,4.63E+06,14.83109224
kmeans_ms,20,-0.1,20,8,0.34142509,0.478838437,0,19,19,0,0,0.062870935,0.874258129,3.114720667,0.478838437,4.63E+06,21.34317677
kmeans_rs,20,-0.1,20,8,0.36757238,0.503709422,0,19,19,0,0,0.060531266,0.878937469,2.964043562,0.503709422,4.63E+06,9.65257114
gmm,20,-0.1,20,9,0.221923011,0.376441732,7,9,7,9,7,0.094873937,0.810252126,3.539808376,0.376441732,-75.74950277,0.642480399
gmm_hg,20,-0.1,20,9,0.118607656,0.357391156,15,15,14,15,14,0.193922461,0.612155078,3.108168082,0.357391156,-71.19053695,88.39777787
gmm_hg_ledoitwolf,20,-0.1,20,9,0.267110645,0.51877618,9,9,9,9,9,0.087737869,0.824524262,2.655958088,0.51877618,-75.87569783,114.0214675
gmm_hg_oas,20,-0.1,20,9,0.241707972,0.459681421,8,11,10,11,10,0.123226613,0.753546773,2.869434593,0.459681421,-75.93949425,89.5722428
gmm_hg_shrunk,20,-0.1,20,9,0.411841769,0.553851481,2,5,4,5,4,0.062491246,0.875017509,2.611588446,0.553851481,-76.43006194,70.43883189
gmm_ledoitwolf,20,-0.1,20,9,0.215303273,0.36709684,7,8,7,8,7,0.096404702,0.807190595,3.591133942,0.36709684,-76.68820022,0.640868637
gmm_ms,20,-0.1,20,9,0.206020993,0.383705121,10,11,8,11,8,0.110816908,0.778366183,3.37844359,0.383705121,-74.36722472,109.0765407
gmm_ms_ledoitwolf,20,-0.1,20,9,0.227653821,0.397513687,10,11,9,11,9,0.105188594,0.789622811,3.314347011,0.397513687,-76.42375619,146.3609006
gmm_ms_oas,20,-0.1,20,9,0.224159722,0.404257563,9,10,9,10,9,0.104994497,0.790011006,3.286183229,0.404257563,-76.44975099,118.0915461
gmm_ms_shrunk,20,-0.1,20,9,0.298846514,0.444444892,4,5,4,5,4,0.076469735,0.84706053,3.226205268,0.444444892,-76.7974764,104.6945445
gmm_oas,20,-0.1,20,9,0.226176565,0.375118377,8,9,8,9,8,0.092615308,0.814769385,3.556641688,0.375118377,-76.68229312,0.488430372
gmm_rs,20,-0.1,20,9,0.095263378,0.283632364,17,17,17,17,17,0.276974987,0.446050025,3.244573017,0.283632364,-69.84696071,22.1597494
gmm_rs_ledoitwolf,20,-0.1,20,9,0.226888228,0.434446896,13,13,13,13,13,0.136956478,0.726087044,2.90988095,0.434446896,-75.83579077,26.14043576
gmm_rs_oas,20,-0.1,20,9,0.217625918,0.40803986,10,12,11,12,11,0.129609805,0.74078039,3.107969047,0.40803986,-75.82611058,23.50136431
gmm_rs_shrunk,20,-0.1,20,9,0.29677571,0.449573762,6,8,7,8,7,0.081730865,0.836538269,3.160560698,0.449573762,-76.67124917,22.63432882
gmm_shrunk,20,-0.1,20,9,0.258961031,0.399531328,5,7,5,7,5,0.082642321,0.834715358,3.4739942,0.399531328,-76.94282055,0.514086312
kmeans,20,-0.1,20,9,0.322613624,0.452968851,3,19,19,3,3,0.066402701,0.867194597,3.252415365,0.452968851,4.94E+06,0.093353317
kmeans_hg,20,-0.1,20,9,0.389908882,0.519493513,0,19,19,0,0,0.058897949,0.882204102,2.865417499,0.519493513,4.89E+06,13.28903505
kmeans_ms,20,-0.1,20,9,0.395325652,0.518159977,0,19,19,0,0,0.058346673,0.883306653,2.873318443,0.518159977,4.90E+06,19.16045506
kmeans_rs,20,-0.1,20,9,0.367763974,0.505464846,1,19,19,1,1,0.060544272,0.878911456,2.953774585,0.505464846,4.89E+06,8.13957978
gmm,20,-0.1,20,10,0.156700271,0.313124902,10,11,9,11,9,0.112812906,0.774374187,3.834503425,0.313124902,-76.0066808,0.540307361
gmm_hg,20,-0.1,20,10,0.091435297,0.247602033,15,17,12,17,12,0.289549275,0.420901451,3.430596716,0.247602033,-70.79346591,92.62896183
gmm_hg_ledoitwolf,20,-0.1,20,10,0.409216176,0.568017398,7,7,7,7,7,0.071173587,0.857652826,2.438365539,0.568017398,-75.53596432,114.4912693
gmm_hg_oas,20,-0.1,20,10,0.349979161,0.556582365,8,8,7,8,7,0.089793397,0.820413207,2.461713168,0.556582365,-75.52140888,92.54431911
gmm_hg_shrunk,20,-0.1,20,10,0.483761479,0.590186422,3,4,3,4,3,0.051974987,0.896050025,2.424857032,0.590186422,-76.07137101,72.24844786
gmm_ledoitwolf,20,-0.1,20,10,0.158786111,0.317891225,9,11,10,11,10,0.113952976,0.772094047,3.807347696,0.317891225,-76.77428349,0.557173574
gmm_ms,20,-0.1,20,10,0.206277962,0.29856425,10,12,10,12,10,0.127814907,0.744370185,3.796545221,0.29856425,-73.9897652,124.6271125
gmm_ms_ledoitwolf,20,-0.1,20,10,0.276672804,0.436386628,10,10,9,10,9,0.094774887,0.810450225,3.127628191,0.436386628,-76.07014483,159.4906066
gmm_ms_oas,20,-0.1,20,10,0.293919523,0.453948228,7,8,5,8,5,0.087761381,0.824477239,3.092855397,0.453948228,-76.08745677,131.5520089
gmm_ms_shrunk,20,-0.1,20,10,0.351457963,0.481156238,4,6,3,6,3,0.06792046,0.86415908,3.042073064,0.481156238,-76.43672223,113.4909271
gmm_oas,20,-0.1,20,10,0.1539439,0.313874453,10,12,9,12,9,0.114835418,0.770329165,3.827987394,0.313874453,-76.75588088,0.399100238
gmm_rs,20,-0.1,20,10,0.037984697,0.201461291,17,18,15,18,15,0.491641821,0.016716358,3.270062549,0.201461291,-69.42764308,23.01969456
gmm_rs_ledoitwolf,20,-0.1,20,10,0.190598361,0.402388431,13,14,13,14,13,0.156756878,0.686486243,3.009570663,0.402388431,-75.75515062,26.86571895
gmm_rs_oas,20,-0.1,20,10,0.148975133,0.381296726,15,15,15,15,15,0.204287644,0.591424712,2.985148533,0.381296726,-75.61464509,23.3885722
gmm_rs_shrunk,20,-0.1,20,10,0.365882224,0.516855199,8,8,7,8,7,0.0776008,0.844798399,2.718028691,0.516855199,-76.41185566,22.70901284
gmm_shrunk,20,-0.1,20,10,0.217630576,0.375623319,7,7,7,7,7,0.098437219,0.803125563,3.539922461,0.375623319,-76.96312604,0.477643618
kmeans,20,-0.1,20,10,0.313600856,0.446386937,2,19,19,2,2,0.067344672,0.865310655,3.281349408,0.446386937,4.92E+06,0.190535949
kmeans_hg,20,-0.1,20,10,0.346189366,0.471605829,1,19,19,1,1,0.06276088,0.874478239,3.155391885,0.471605829,4.86E+06,13.79594234
kmeans_ms,20,-0.1,20,10,0.331088129,0.459829109,1,19,19,1,1,0.064283142,0.871433717,3.224823273,0.459829109,4.87E+06,20.2187102
kmeans_rs,20,-0.1,20,10,0.33333071,0.461788312,1,19,19,1,1,0.063884942,0.872230115,3.21469109,0.461788312,4.86E+06,8.907488748
gmm,20,-0.1,20,11,0.21888549,0.392547412,6,8,7,8,7,0.094512756,0.810974487,3.447865162,0.392547412,-75.58346401,0.540448609
gmm_hg,20,-0.1,20,11,0.148862867,0.32921074,14,16,12,16,12,0.260813907,0.478372186,3.125254757,0.32921074,-70.90222048,112.4698724
gmm_hg_ledoitwolf,20,-0.1,20,11,0.40356245,0.591362706,6,6,6,6,6,0.074678339,0.850643322,2.299721808,0.591362706,-75.37420833,123.2898895
gmm_hg_oas,20,-0.1,20,11,0.270170023,0.529772628,10,10,9,10,9,0.124433717,0.751132566,2.507529526,0.529772628,-75.41809277,106.438569
gmm_hg_shrunk,20,-0.1,20,11,0.543486429,0.656963951,2,2,2,2,2,0.046483242,0.907033517,2.018596326,0.656963951,-75.8852772,93.09873695
gmm_ledoitwolf,20,-0.1,20,11,0.258935079,0.423104818,7,7,7,7,7,0.085511256,0.828977489,3.306003761,0.423104818,-76.20110049,0.756552826
gmm_ms,20,-0.1,20,11,0.237509674,0.407851114,10,10,10,10,10,0.106852926,0.786294147,3.241071598,0.407851114,-73.79909929,149.8004756
gmm_ms_ledoitwolf,20,-0.1,20,11,0.318395856,0.46318857,4,8,4,8,4,0.07896098,0.842078039,3.076125009,0.46318857,-75.90283006,182.2487497
gmm_ms_oas,20,-0.1,20,11,0.328015553,0.468677439,4,7,5,7,5,0.075930965,0.848138069,3.054673751,0.468677439,-75.89307293,149.868237
gmm_ms_shrunk,20,-0.1,20,11,0.396070998,0.531366861,4,6,5,6,5,0.064505753,0.870988494,2.723545258,0.531366861,-76.32945669,142.7679371
gmm_oas,20,-0.1,20,11,0.272076895,0.432799562,5,8,5,8,5,0.083802901,0.832394197,3.255239539,0.432799562,-76.10032714,0.996985088
gmm_rs,20,-0.1,20,11,0.083762773,0.211507687,18,18,17,18,17,0.417816908,0.164366183,3.299781622,0.211507687,-69.86829007,40.87568583
gmm_rs_ledoitwolf,20,-0.1,20,11,0.248495955,0.482642436,10,12,10,12,10,0.132350675,0.735298649,2.702674581,0.482642436,-75.4678334,40.85393599
gmm_rs_oas,20,-0.1,20,11,0.265707489,0.496598053,12,12,12,12,12,0.126810905,0.746378189,2.632192774,0.496598053,-75.31335517,33.76580245
gmm_rs_shrunk,20,-0.1,20,11,0.448716734,0.597033564,7,7,7,7,7,0.065423212,0.869153577,2.273169688,0.597033564,-76.09017896,31.39786374
gmm_shrunk,20,-0.1,20,11,0.325446374,0.479015594,4,5,5,5,5,0.07301901,0.853961981,3.028625991,0.479015594,-76.47707171,0.575569235
kmeans,20,-0.1,20,11,0.369911438,0.491859503,1,19,19,1,1,0.061457229,0.877085543,3.013885352,0.491859503,4.83E+06,0.137879306
kmeans_hg,20,-0.1,20,11,0.408024074,0.520156336,0,19,19,0,0,0.056608304,0.886783392,2.866727676,0.520156336,4.77E+06,15.23860441
kmeans_ms,20,-0.1,20,11,0.402322687,0.513297823,0,19,19,0,0,0.056975988,0.886048024,2.909396217,0.513297823,4.77E+06,21.75486395
kmeans_rs,20,-0.1,20,11,0.411495407,0.523206304,0,19,19,0,0,0.056211106,0.887577789,2.849077543,0.523206304,4.77E+06,9.486597849
gmm,20,-0.1,20,12,0.238327373,0.458314629,11,11,10,11,10,0.122778389,0.754443222,2.913704684,0.458314629,-75.54841196,1.443606224
gmm_hg,20,-0.1,20,12,0.055446231,0.398296298,14,15,13,15,13,0.188668334,0.622663332,2.938493618,0.398296298,-71.63194968,125.5023204
gmm_hg_ledoitwolf,20,-0.1,20,12,0.449849629,0.633765493,7,7,7,7,7,0.06850075,0.862998499,2.060037672,0.633765493,-76.5668329,139.776744
gmm_hg_oas,20,-0.1,20,12,0.455736739,0.619414409,6,6,6,6,6,0.064504752,0.870990495,2.164759218,0.619414409,-76.4827181,107.7830674
gmm_hg_shrunk,20,-0.1,20,12,0.665798338,0.757885596,1,1,1,1,1,0.032918459,0.934163082,1.439778968,0.757885596,-76.86778019,91.48361077
gmm_ledoitwolf,20,-0.1,20,12,0.255207713,0.468513612,8,12,7,12,7,0.112786893,0.774426213,2.900747866,0.468513612,-77.27315135,1.176802951
gmm_ms,20,-0.1,20,12,0.253193823,0.447674596,9,12,9,12,9,0.103690345,0.79261931,3.038253021,0.447674596,-74.99750795,169.9078763
gmm_ms_ledoitwolf,20,-0.1,20,12,0.296528079,0.485013683,9,11,8,11,8,0.099128564,0.801742871,2.803784699,0.485013683,-77.19922524,192.5664862
gmm_ms_oas,20,-0.1,20,12,0.298566757,0.473280679,9,10,9,10,9,0.090605303,0.818789395,2.951022223,0.473280679,-77.15908831,168.4613725
gmm_ms_shrunk,20,-0.1,20,12,0.447111878,0.573924086,3,4,4,4,4,0.057603302,0.884793397,2.496725063,0.573924086,-77.45709992,143.8079744
gmm_oas,20,-0.1,20,12,0.224935958,0.401322584,10,11,11,11,11,0.108802901,0.782394197,3.292144388,0.401322584,-77.55865002,0.907882303
gmm_rs,20,-0.1,20,12,0.050998321,0.104943879,17,19,13,19,13,0.77463932,-0.549278639,3.246333697,0.104943879,-70.79713417,31.98058462
gmm_rs_ledoitwolf,20,-0.1,20,12,0.275395948,0.523337465,12,12,12,12,12,0.129142571,0.741714857,2.47361751,0.523337465,-76.65440817,37.89765436
gmm_rs_oas,20,-0.1,20,12,0.268204423,0.51573121,12,12,12,12,12,0.13347974,0.73304052,2.510289293,0.51573121,-76.61233493,33.5828626
