algorithm,dataset,n,k,d,i,ari,obj,t
gmm_rs,seeds,210,3,7,8,0.570239107,6.105258304,0.174169772
gmm_hg,seeds,210,3,7,8,0.476919698,6.262353303,2.56213848
gmm_shrunk,seeds,210,3,7,8,0.699984355,-1.795962378,0.001197194
gmm_ms_shrunk,seeds,210,3,7,8,0.721256868,-1.794684266,0.568116445
gmm_rs_shrunk,seeds,210,3,7,8,0.721256868,-1.79505717,0.180914773
gmm_hg_shrunk,seeds,210,3,7,8,0.721256868,-1.792388571,0.465373114
kmeans,spect,267,2,22,8,0.021411915,1007.425697,0.003283456
kmeans_hg,spect,267,2,22,8,-0.002881882,1005.130159,0.207682363
gmm,spect,267,2,22,8,-0.060801285,0.46745803,0.007063538
gmm_ms,spect,267,2,22,8,-0.059696728,20.07183508,4.904806564
gmm_rs,spect,267,2,22,8,0.181971933,7.660264517,0.224018329
gmm_hg,spect,267,2,22,8,-0.028577421,10.02320527,0.30258469
gmm_shrunk,spect,267,2,22,8,0.033059362,-5.296631756,0.0131074
gmm_ms_shrunk,spect,267,2,22,8,0.033059362,-5.296631756,1.952680273
gmm_rs_shrunk,spect,267,2,22,8,0.217539369,-3.764474994,0.416905471
gmm_hg_shrunk,spect,267,2,22,8,0.30241823,-3.653086739,0.585707016
kmeans,wholesale,440,6,6,8,0.114539909,4.71E+10,0.00227193
kmeans_hg,wholesale,440,6,6,8,0.113090339,4.65E+10,0.74607014
gmm,wholesale,440,6,6,8,0.157246851,-55.15330541,0.006529236
gmm_ms,wholesale,440,6,6,8,0.136694516,-54.61955597,3.806729316
gmm_rs,wholesale,440,6,6,8,0.154662477,-54.42739474,2.666701254
gmm_hg,wholesale,440,6,6,8,0.203504272,-54.36780508,2.730313649
gmm_shrunk,wholesale,440,6,6,8,0.231507418,-56.27082161,0.008734685
gmm_ms_shrunk,wholesale,440,6,6,8,0.109362225,-55.95187384,3.25967556
gmm_rs_shrunk,wholesale,440,6,6,8,0.194394696,-56.13997249,0.705950936
gmm_hg_shrunk,wholesale,440,6,6,8,0.215240381,-56.14947484,0.770665903
kmeans,wines,178,3,13,8,0.351772152,2.63E+06,0.000446713
kmeans_hg,wines,178,3,13,8,0.371113718,2.37E+06,0.123161083
gmm,wines,178,3,13,8,0.449887933,-16.26151621,0.002146936
gmm_ms,wines,178,3,13,8,0.487367171,-15.38870284,1.49124946
gmm_rs,wines,178,3,13,8,0.335453746,-16.18533485,0.136488719
gmm_hg,wines,178,3,13,8,-0.008970047,-13.92869237,5.92062926
gmm_shrunk,wines,178,3,13,8,0.302824312,-49.19077747,0.037397293
gmm_ms_shrunk,wines,178,3,13,8,0.312952253,-48.8562252,10.72839056
gmm_rs_shrunk,wines,178,3,13,8,0.346927587,-47.06633717,5.327839645
gmm_hg_shrunk,wines,178,3,13,8,0.324216164,-48.94474657,3.39544707
kmeans,yeast,1484,10,8,8,0.124359079,52.49461687,0.043031823
kmeans_hg,yeast,1484,10,8,8,0.139955643,45.77176963,1.520838852
gmm,yeast,1484,10,8,8,0.004458665,12.78222015,0.030540085
gmm_ms,yeast,1484,10,8,8,0.062449357,44.47251187,229.653777
gmm_rs,yeast,1484,10,8,8,0.004049384,42.32914679,104.1609468
gmm_hg,yeast,1484,10,8,8,0.00882588,43.28940199,940.0028396
gmm_shrunk,yeast,1484,10,8,8,0.182875285,12.09346798,0.021760804
gmm_ms_shrunk,yeast,1484,10,8,8,0.205675893,12.15542451,13.37269017
gmm_rs_shrunk,yeast,1484,10,8,8,0.182875285,12.09346798,2.774064925
gmm_hg_shrunk,yeast,1484,10,8,8,0.2052643,12.15437917,6.337500987
kmeans,facebook_live_sellers,7050,4,9,9,0.095983414,2.00E+09,0.126516818
kmeans_hg,facebook_live_sellers,7050,4,9,9,0.088766491,2.00E+09,7.981354668
gmm,facebook_live_sellers,7050,4,9,9,0.129302654,1.853966879,0.253929346
gmm_ms,facebook_live_sellers,7050,4,9,9,0.07696785,7.524650987,289.0639228
gmm_rs,facebook_live_sellers,7050,4,9,9,0.138935091,2.713335271,24.16697195
gmm_hg,facebook_live_sellers,7050,4,9,9,0.08945447,6.804388816,38.36191661
gmm_shrunk,facebook_live_sellers,7050,4,9,9,0.225393589,-44.37809753,0.235070402
gmm_ms_shrunk,facebook_live_sellers,7050,4,9,9,0.225191852,-43.78187036,90.4048469
gmm_rs_shrunk,facebook_live_sellers,7050,4,9,9,0.226849444,-43.79841254,21.85125047
gmm_hg_shrunk,facebook_live_sellers,7050,4,9,9,0.22676804,-43.79335181,17.69088405
kmeans,handwritten_digits,5620,10,62,9,0.755085289,3.73E+06,0.517011059
kmeans_hg,handwritten_digits,5620,10,62,9,0.671747674,3.68E+06,96.56022815
gmm,handwritten_digits,5620,10,62,9,0.449388082,-22.86570486,3.027868287
gmm_ms,handwritten_digits,5620,10,62,9,0.238992435,-11.78225248,1253.97457
gmm_rs,handwritten_digits,5620,10,62,9,0.177312249,-14.7659417,354.1831471
gmm_hg,handwritten_digits,5620,10,62,9,0.339074202,-8.494786823,405.112623
gmm_shrunk,handwritten_digits,5620,10,62,9,0.777933606,-120.2933458,2.533274488
gmm_ms_shrunk,handwritten_digits,5620,10,62,9,0.790201777,-118.6349777,1210.545619
gmm_rs_shrunk,handwritten_digits,5620,10,62,9,0.800336715,-118.62329,405.5965881
gmm_hg_shrunk,handwritten_digits,5620,10,62,9,0.793774862,-118.6725869,420.6913786
kmeans,hcv,589,5,12,9,0.443600369,1.64E+06,0.007194123
kmeans_hg,hcv,589,5,12,9,0.463843259,1.64E+06,0.752923722
gmm,hcv,589,5,12,9,0.209897915,-36.17575217,0.024234482
gmm_ms,hcv,589,5,12,9,0.115607746,-3.549941575,339.2240091
gmm_rs,hcv,589,5,12,9,0.119755923,-3.498098675,496.8971454
gmm_hg,hcv,589,5,12,9,0.120361236,-3.454883229,693.4851509
gmm_shrunk,hcv,589,5,12,9,0.470604882,-39.90266618,0.008185845
gmm_ms_shrunk,hcv,589,5,12,9,0.242161604,-39.53975058,6.538153544
gmm_rs_shrunk,hcv,589,5,12,9,0.453678101,-39.9011726,2.000367932
gmm_hg_shrunk,hcv,589,5,12,9,0.413412356,-39.78221921,1.893272767
kmeans,image_segmentation,2310,7,18,9,0.318076714,1.40E+07,0.034453855
kmeans_hg,image_segmentation,2310,7,18,9,0.338625379,1.34E+07,7.728741275
gmm,image_segmentation,2310,7,18,9,0.108018922,19.16421748,1.069070325
gmm_ms,image_segmentation,2310,7,18,9,0.264706423,30.69131429,543.1440658
gmm_rs,image_segmentation,2310,7,18,9,0.335746124,21.49848778,17.24262254
gmm_hg,image_segmentation,2310,7,18,9,0.26002506,25.43318729,61.67818993
gmm_shrunk,image_segmentation,2310,7,18,9,0.467527683,-59.59305918,0.063215888
gmm_ms_shrunk,image_segmentation,2310,7,18,9,0.50111121,-57.98260395,61.04721729
gmm_rs_shrunk,image_segmentation,2310,7,18,9,0.463697683,-59.56477748,13.37508164
gmm_hg_shrunk,image_segmentation,2310,7,18,9,0.551226299,-58.98911237,15.13386399
kmeans,ionosphere,351,2,33,9,0.177606855,2419.364807,0.001802656
kmeans_hg,ionosphere,351,2,33,9,0.177606855,2419.364807,0.237855314
gmm,ionosphere,351,2,33,9,0.165815328,-7.572941635,0.00838959
gmm_ms,ionosphere,351,2,33,9,0.722298063,26.71359671,3.117392068
gmm_rs,ionosphere,351,2,33,9,0.703623411,28.0872026,8.012693127
gmm_hg,ionosphere,351,2,33,9,0.713248309,28.18279478,143.2671284
gmm_shrunk,ionosphere,351,2,33,9,0.662356563,-1.074371722,0.010874877
gmm_ms_shrunk,ionosphere,351,2,33,9,0.731723251,-0.343786765,4.062131329
gmm_rs_shrunk,ionosphere,351,2,33,9,0.731723251,-0.343453207,1.780734128
gmm_hg_shrunk,ionosphere,351,2,33,9,0.731723251,-0.343715563,1.916994062
kmeans,iris,150,3,4,9,0.730238272,78.94084143,0.000241378
kmeans_hg,iris,150,3,4,9,0.730238272,78.94084143,0.054340845
gmm,iris,150,3,4,9,0.57146709,-1.326001347,0.001246714
gmm_ms,iris,150,3,4,9,0.562136425,-1.167759073,0.654407256
gmm_rs,iris,150,3,4,9,0.531229047,-0.873097652,0.442475453
gmm_hg,iris,150,3,4,9,0.903874232,-1.206646395,0.580632326
gmm_shrunk,iris,150,3,4,9,0.960266667,-1.332452985,0.004585719
gmm_ms_shrunk,iris,150,3,4,9,0.94104498,-1.322084444,0.514419754
gmm_rs_shrunk,iris,150,3,4,9,0.94104498,-1.32260816,0.133265289
gmm_hg_shrunk,iris,150,3,4,9,0.94104498,-1.322269475,0.484986456
kmeans,magic,19020,2,10,9,0.059461797,2.01E+08,0.107758882
kmeans_hg,magic,19020,2,10,9,0.059461797,2.01E+08,29.35568463
gmm,magic,19020,2,10,9,0.061722629,-28.43804295,0.327057764
gmm_ms,magic,19020,2,10,9,0.05956044,-28.43695881,49.0756235
gmm_rs,magic,19020,2,10,9,0.058056029,-28.43744355,28.83417414
gmm_hg,magic,19020,2,10,9,0.059629035,-28.4369746,16.81506008
gmm_shrunk,magic,19020,2,10,9,0.179235947,-42.50102399,0.116639702
gmm_ms_shrunk,magic,19020,2,10,9,0.13758693,-41.92194052,55.83916544
gmm_rs_shrunk,magic,19020,2,10,9,0.179235947,-42.50053191,15.39785505
gmm_hg_shrunk,magic,19020,2,10,9,0.179235947,-42.50057929,16.95989472
kmeans,seeds,210,3,7,9,0.716619856,587.3186116,0.000622138
kmeans_hg,seeds,210,3,7,9,0.716619856,587.3186116,0.203093139
gmm,seeds,210,3,7,9,0.709948496,5.921787619,0.002269571
gmm_ms,seeds,210,3,7,9,0.561765622,6.104998163,1.14919403
gmm_rs,seeds,210,3,7,9,0.570239107,6.105257831,0.224720183
gmm_hg,seeds,210,3,7,9,0.578951491,6.105320134,0.260214848
gmm_shrunk,seeds,210,3,7,9,0.721256868,-1.795681316,0.001963249
gmm_ms_shrunk,seeds,210,3,7,9,0.721256868,-1.794853435,0.999305596
gmm_rs_shrunk,seeds,210,3,7,9,0.721256868,-1.793481171,0.495290512
gmm_hg_shrunk,seeds,210,3,7,9,0.721256868,-1.792362635,0.377428333
kmeans,spect,267,2,22,9,-0.031700204,1006.363975,0.001260064
kmeans_hg,spect,267,2,22,9,0.000159441,1005.134829,0.298102694
gmm,spect,267,2,22,9,-0.096348543,-7.564342929,0.003062655
gmm_ms,spect,267,2,22,9,-0.028577421,10.02320527,2.460881301
gmm_rs,spect,267,2,22,9,0.241588966,7.230614424,0.486902661
gmm_hg,spect,267,2,22,9,0.064117597,9.631550781,0.54104552
gmm_shrunk,spect,267,2,22,9,-0.092828793,-7.674577526,0.003630976
gmm_ms_shrunk,spect,267,2,22,9,0.079303438,-5.10638386,2.667499908
gmm_rs_shrunk,spect,267,2,22,9,0.209189493,-3.96041727,0.644356148
gmm_hg_shrunk,spect,267,2,22,9,0.252966107,-4.169295665,0.594009177
kmeans,wholesale,440,6,6,9,0.084882144,4.98E+10,0.002654059
kmeans_hg,wholesale,440,6,6,9,0.113090339,4.65E+10,1.241556542
gmm,wholesale,440,6,6,9,0.096484684,-55.25746846,0.009642351
gmm_ms,wholesale,440,6,6,9,0.122064311,-54.65032508,5.084894467
gmm_rs,wholesale,440,6,6,9,0.104115684,-54.66205006,2.372042365
gmm_hg,wholesale,440,6,6,9,0.111802397,-54.42250989,2.67534515
gmm_shrunk,wholesale,440,6,6,9,0.218266259,-56.30231943,0.009501325
gmm_ms_shrunk,wholesale,440,6,6,9,0.144084183,-55.95238972,5.102953747
gmm_rs_shrunk,wholesale,440,6,6,9,0.218266259,-56.30231943,0.887294205
gmm_hg_shrunk,wholesale,440,6,6,9,0.170287627,-56.03279211,1.223541548
kmeans,wines,178,3,13,9,0.371113718,2.37E+06,0.000559368
kmeans_hg,wines,178,3,13,9,0.371113718,2.37E+06,0.099523674
gmm,wines,178,3,13,9,0.731598867,-16.13263511,0.002845132
gmm_ms,wines,178,3,13,9,0.487367171,-15.38870284,1.430796452
gmm_rs,wines,178,3,13,9,0.356981822,-15.98898971,0.345739306
gmm_hg,wines,178,3,13,9,0.026876587,-15.17624744,0.665424748
gmm_shrunk,wines,178,3,13,9,0.302824312,-49.1907786,0.017502606
gmm_ms_shrunk,wines,178,3,13,9,0.328108777,-46.25348341,13.9687323
gmm_rs_shrunk,wines,178,3,13,9,0.324216164,-48.96265617,8.25978232
gmm_hg_shrunk,wines,178,3,13,9,0.344166176,-46.14293822,9.28373037
kmeans,yeast,1484,10,8,9,0.137176909,51.74974754,0.013257618
kmeans_hg,yeast,1484,10,8,9,0.149534963,45.24560861,6.305935296
gmm,yeast,1484,10,8,9,0.010451975,17.44614215,0.030361203
gmm_ms,yeast,1484,10,8,9,0.042052019,44.408945,326.5519435
gmm_rs,yeast,1484,10,8,9,0.002910394,42.39565144,226.9791144
gmm_hg,yeast,1484,10,8,9,0.010775451,42.59215544,328.2428999
gmm_shrunk,yeast,1484,10,8,9,0.197679945,12.031901,0.01800468
gmm_ms_shrunk,yeast,1484,10,8,9,0.209680161,12.14506713,16.1703449
gmm_rs_shrunk,yeast,1484,10,8,9,0.214532712,12.1426139,5.856308032
gmm_hg_shrunk,yeast,1484,10,8,9,0.195317625,12.17402179,5.194706178
kmeans,mice_protein,1047,8,74,10,0.543696643,3766.292148,0.015483606
kmeans_hg,mice_protein,1047,8,74,10,0.567913615,3677.642019,17.2171273
gmm,mice_protein,1047,8,74,10,0.501574876,186.2636627,0.271602662
gmm_ms,mice_protein,1047,8,74,10,0.689615106,191.4661449,12383.75297
gmm_rs,mice_protein,1047,8,74,10,0.57646875,190.0192817,12.86944837
gmm_hg,mice_protein,1047,8,74,10,1,200.2382234,913.8832994
gmm_shrunk,mice_protein,1047,8,74,10,0.501523463,91.74559891,0.27329964
gmm_ms_shrunk,mice_protein,1047,8,74,10,0.641146827,96.11970285,114.8652393
gmm_rs_shrunk,mice_protein,1047,8,74,10,0.767829204,96.51515319,49.03190202
gmm_hg_shrunk,mice_protein,1047,8,74,10,0.855200128,99.37545328,49.72901728
kmeans,mice_protein,1047,8,74,1,0.536394861,3767.964607,0.019726988
kmeans_hg,mice_protein,1047,8,74,1,0.567913615,3677.642019,10.95633653
gmm,mice_protein,1047,8,74,1,0.465712529,185.3693892,0.293734847
gmm_ms,mice_protein,1047,8,74,1,0.597981197,190.3821505,9744.580697
gmm_rs,mice_protein,1047,8,74,1,0.569589236,194.8579955,33.12489031
gmm_hg,mice_protein,1047,8,74,1,0.783902065,204.3328876,512.3100185
gmm_shrunk,mice_protein,1047,8,74,1,0.539294469,93.36418815,0.285065615
gmm_ms_shrunk,mice_protein,1047,8,74,1,0.707484293,96.90748066,140.604087
gmm_rs_shrunk,mice_protein,1047,8,74,1,0.911744266,99.11856561,67.92161107
gmm_hg_shrunk,mice_protein,1047,8,74,1,0.771926792,98.33081274,33.69067783
kmeans,mice_protein,1047,8,74,2,0.591085768,3745.405276,0.102183684
kmeans_hg,mice_protein,1047,8,74,2,0.567913615,3677.642019,14.38987741
gmm,mice_protein,1047,8,74,2,0.45739863,186.4960036,0.51393318
gmm_ms,mice_protein,1047,8,74,2,0.530232011,190.8231304,12871.96707
gmm_rs,mice_protein,1047,8,74,2,0.538086672,194.6109096,257.0920953
gmm_hg,mice_protein,1047,8,74,2,0.626588576,196.1535627,455.671576
gmm_shrunk,mice_protein,1047,8,74,2,0.595446448,90.29130943,0.295762073
gmm_ms_shrunk,mice_protein,1047,8,74,2,0.744354947,97.25742841,130.2603397
gmm_rs_shrunk,mice_protein,1047,8,74,2,0.738389814,99.63115832,190.7148608
gmm_hg_shrunk,mice_protein,1047,8,74,2,0.723105418,98.86615059,37.30428443
kmeans,mice_protein,1047,8,74,3,0.513851436,3782.713241,0.043249498
kmeans_hg,mice_protein,1047,8,74,3,0.567913615,3677.642019,19.45860766
gmm,mice_protein,1047,8,74,3,0.292412165,183.035511,0.460316602
gmm_ms,mice_protein,1047,8,74,3,0.351638472,193.3472356,10933.63385
gmm_rs,mice_protein,1047,8,74,3,0.358738215,185.9742433,7537.336008
gmm_hg,mice_protein,1047,8,74,3,0.569255421,193.0023625,490.9998491
gmm_shrunk,mice_protein,1047,8,74,3,0.394654214,89.12706723,0.186619663
gmm_ms_shrunk,mice_protein,1047,8,74,3,0.549030877,96.71765468,108.3785325
gmm_rs_shrunk,mice_protein,1047,8,74,3,0.889680332,98.42899106,54.2611416
gmm_hg_shrunk,mice_protein,1047,8,74,3,0.763205741,99.3330608,47.37965061
kmeans,mice_protein,1047,8,74,4,0.584481614,3779.444324,0.102533275
kmeans_hg,mice_protein,1047,8,74,4,0.567913615,3677.642019,18.7179266
gmm,mice_protein,1047,8,74,4,0.382471629,183.9685456,3.934834954
gmm_ms,mice_protein,1047,8,74,4,0.537802534,192.2898395,10458.86008
gmm_rs,mice_protein,1047,8,74,4,0.33079948,184.2507631,3348.705952
gmm_hg,mice_protein,1047,8,74,4,1,200.2382234,691.9192992
gmm_shrunk,mice_protein,1047,8,74,4,0.611471478,92.60453603,0.237603736
gmm_ms_shrunk,mice_protein,1047,8,74,4,0.690574301,96.54793484,107.65818
gmm_rs_shrunk,mice_protein,1047,8,74,4,0.911744266,99.11856561,39.67929453
gmm_hg_shrunk,mice_protein,1047,8,74,4,0.846114956,98.71023214,32.32516695
kmeans,mice_protein,1047,8,74,5,0.50312679,3744.760381,0.08878016
kmeans_hg,mice_protein,1047,8,74,5,0.567913615,3677.642019,12.80003731
gmm,mice_protein,1047,8,74,5,0.27884239,180.5259226,0.550622088
gmm_ms,mice_protein,1047,8,74,5,0.351790837,193.5443977,12769.48411
gmm_rs,mice_protein,1047,8,74,5,0.321234887,183.968691,823.7513597
gmm_hg,mice_protein,1047,8,74,5,0.674228873,198.7848221,1231.253618
gmm_shrunk,mice_protein,1047,8,74,5,0.350782879,86.70803421,0.41759592
gmm_ms_shrunk,mice_protein,1047,8,74,5,0.572897111,96.49144789,107.9023403
gmm_rs_shrunk,mice_protein,1047,8,74,5,0.852265674,97.69117607,27.3435519
gmm_hg_shrunk,mice_protein,1047,8,74,5,0.814453657,100.1911637,39.65230607
kmeans,mice_protein,1047,8,74,6,0.567966382,3741.586374,0.085557059
kmeans_hg,mice_protein,1047,8,74,6,0.567913615,3677.642019,14.99912616
gmm,mice_protein,1047,8,74,6,0.397298229,185.1905592,0.456894349
gmm_ms,mice_protein,1047,8,74,6,0.425865955,192.9846322,10064.64605
gmm_rs,mice_protein,1047,8,74,6,0.397298229,185.1905592,200.7651899
gmm_hg,mice_protein,1047,8,74,6,0.997888918,203.91572,745.9517584
gmm_shrunk,mice_protein,1047,8,74,6,0.54776135,92.47735521,0.361290828
gmm_ms_shrunk,mice_protein,1047,8,74,6,0.640923975,95.87652402,116.9263971
gmm_rs_shrunk,mice_protein,1047,8,74,6,0.838393818,98.63911859,39.77528889
gmm_hg_shrunk,mice_protein,1047,8,74,6,0.911744266,99.11856561,49.49881025
kmeans,mice_protein,1047,8,74,7,0.446959694,4165.980336,0.069778339
kmeans_hg,mice_protein,1047,8,74,7,0.567913615,3677.642019,11.68358807
gmm,mice_protein,1047,8,74,7,0.378392421,184.7998087,211.3758999
gmm_ms,mice_protein,1047,8,74,7,0.32267927,192.8883076,13780.02375
gmm_rs,mice_protein,1047,8,74,7,0.350832324,193.2277844,2483.351412
gmm_hg,mice_protein,1047,8,74,7,1,200.2382234,809.5413688
gmm_shrunk,mice_protein,1047,8,74,7,0.524945681,91.68689368,0.160246747
gmm_ms_shrunk,mice_protein,1047,8,74,7,0.612369359,97.01696991,107.1956761
gmm_rs_shrunk,mice_protein,1047,8,74,7,0.825258401,98.69082966,39.61084922
gmm_hg_shrunk,mice_protein,1047,8,74,7,1,98.98130659,43.62832899
kmeans,mice_protein,1047,8,74,8,0.602000137,3718.836848,0.016500034
kmeans_hg,mice_protein,1047,8,74,8,0.567913615,3677.642019,9.915978038
gmm,mice_protein,1047,8,74,8,0.431941104,188.1452691,221.1140631
gmm_ms,mice_protein,1047,8,74,8,0.372206696,197.7605692,13419.52003
gmm_rs,mice_protein,1047,8,74,8,0.431941104,188.1452691,1650.670945
gmm_hg,mice_protein,1047,8,74,8,0.509825352,190.8620649,1750.060708
gmm_shrunk,mice_protein,1047,8,74,8,0.505097981,89.54873425,0.33295679
gmm_ms_shrunk,mice_protein,1047,8,74,8,0.662655149,96.59075649,108.1832521
gmm_rs_shrunk,mice_protein,1047,8,74,8,0.901118168,98.22723244,27.49294805
gmm_hg_shrunk,mice_protein,1047,8,74,8,0.68180326,98.48608281,54.63949788
kmeans,mice_protein,1047,8,74,9,0.633949143,3760.684614,0.142319883
kmeans_hg,mice_protein,1047,8,74,9,0.567913615,3677.642019,17.81380677
gmm,mice_protein,1047,8,74,9,0.386744347,183.1135155,0.773547436
gmm_ms,mice_protein,1047,8,74,9,0.368164743,190.7563286,10228.47372
gmm_rs,mice_protein,1047,8,74,9,0.386384071,193.078272,1034.054969
gmm_hg,mice_protein,1047,8,74,9,0.297029518,192.0603892,4178.304049
gmm_shrunk,mice_protein,1047,8,74,9,0.464952017,90.67738069,0.391680468
gmm_ms_shrunk,mice_protein,1047,8,74,9,0.659069443,97.41188001,107.6804031
gmm_rs_shrunk,mice_protein,1047,8,74,9,0.643060036,97.29136263,18.16176359
gmm_hg_shrunk,mice_protein,1047,8,74,9,0.80532764,99.452662,38.68824554
kmeans,pendigits,10992,10,16,10,0.533155333,5.16E+07,0.54813689
kmeans_hg,pendigits,10992,10,16,10,0.531795073,4.93E+07,42.40711997
gmm,pendigits,10992,10,16,10,0.212466263,-41.2295033,3.576668832
gmm_ms,pendigits,10992,10,16,10,0.197980273,-33.44311779,6791.527483
gmm_rs,pendigits,10992,10,16,10,0.193568169,-32.93480378,18750.36939
gmm_hg,pendigits,10992,10,16,10,0.234926678,-33.21199334,8278.590339
gmm_shrunk,pendigits,10992,10,16,10,0.636931187,-60.98192285,0.722120914
gmm_ms_shrunk,pendigits,10992,10,16,10,0.721550924,-60.73427192,340.5259172
gmm_rs_shrunk,pendigits,10992,10,16,10,0.774976917,-60.53356093,79.35166685
gmm_hg_shrunk,pendigits,10992,10,16,10,0.779448854,-60.56198084,138.9250948
kmeans,pendigits,10992,10,16,1,0.596948692,5.00E+07,0.869350613
kmeans_hg,pendigits,10992,10,16,1,0.531928464,4.93E+07,33.54712168
gmm,pendigits,10992,10,16,1,0.198535718,-38.11986435,23.75323619
gmm_ms,pendigits,10992,10,16,1,0.198368359,-33.18348979,8024.205774
gmm_rs,pendigits,10992,10,16,1,0.198968482,-34.23690158,12871.90617
gmm_hg,pendigits,10992,10,16,1,0.180155024,-32.08064571,25897.40077
gmm_shrunk,pendigits,10992,10,16,1,0.577567336,-61.25227602,1.346619881
gmm_ms_shrunk,pendigits,10992,10,16,1,0.726593907,-60.69040681,324.1675124
gmm_rs_shrunk,pendigits,10992,10,16,1,0.71167957,-60.67240239,96.91358324
gmm_hg_shrunk,pendigits,10992,10,16,1,0.782705435,-60.58996472,92.20999481
kmeans,pendigits,10992,10,16,2,0.57662566,5.03E+07,0.909143855
kmeans_hg,pendigits,10992,10,16,2,0.531795073,4.93E+07,21.38941973
gmm,pendigits,10992,10,16,2,0.303939055,-43.3584105,14.77136312
gmm_ms,pendigits,10992,10,16,2,0.200644629,-33.33656099,7114.071461
gmm_rs,pendigits,10992,10,16,2,0.291244829,-32.83672977,9948.486007
gmm_hg,pendigits,10992,10,16,2,0.209828874,-32.18188208,19628.86082
gmm_shrunk,pendigits,10992,10,16,2,0.619596282,-60.99452115,0.685436502
gmm_ms_shrunk,pendigits,10992,10,16,2,0.687101656,-60.75677623,326.5441117
gmm_rs_shrunk,pendigits,10992,10,16,2,0.71220592,-60.58550997,137.6359149
gmm_hg_shrunk,pendigits,10992,10,16,2,0.777118561,-60.5678216,186.7275911
kmeans,pendigits,10992,10,16,3,0.531896327,4.93E+07,1.219068077
kmeans_hg,pendigits,10992,10,16,3,0.531896327,4.93E+07,22.15948026
gmm,pendigits,10992,10,16,3,0.214637222,-36.70671191,4.740347563
gmm_ms,pendigits,10992,10,16,3,0.198756156,-33.67256696,8414.921263
gmm_rs,pendigits,10992,10,16,3,0.199121598,-32.13728065,23701.71486
gmm_hg,pendigits,10992,10,16,3,0.189386754,-31.44157489,19408.8511
gmm_shrunk,pendigits,10992,10,16,3,0.587787074,-61.26615731,0.911546804
gmm_ms_shrunk,pendigits,10992,10,16,3,0.656496074,-60.83766838,314.0577445
gmm_rs_shrunk,pendigits,10992,10,16,3,0.777544447,-60.55394607,148.6487835
gmm_hg_shrunk,pendigits,10992,10,16,3,0.777008718,-60.55884203,169.229165
kmeans,pendigits,10992,10,16,4,0.601298388,5.01E+07,0.511282988
kmeans_hg,pendigits,10992,10,16,4,0.531795073,4.93E+07,30.62190171
gmm,pendigits,10992,10,16,4,0.283692274,-43.39097344,10.31748992
gmm_ms,pendigits,10992,10,16,4,0.19525929,-33.03136163,8500.87655
gmm_rs,pendigits,10992,10,16,4,0.309414968,-33.81629917,6545.395847
gmm_hg,pendigits,10992,10,16,4,0.257558155,-31.39538598,23348.59574
gmm_shrunk,pendigits,10992,10,16,4,0.642462794,-61.12749637,0.549793206
gmm_ms_shrunk,pendigits,10992,10,16,4,0.676461491,-60.78774176,304.9535519
gmm_rs_shrunk,pendigits,10992,10,16,4,0.7549208,-60.58637741,87.93690867
gmm_hg_shrunk,pendigits,10992,10,16,4,0.776711247,-60.55689032,80.07445483
kmeans,pendigits,10992,10,16,5,0.596016774,5.00E+07,0.646929076
kmeans_hg,pendigits,10992,10,16,5,0.531795073,4.93E+07,25.66072841
gmm,pendigits,10992,10,16,5,0.319162306,-42.89760163,3.963898447
gmm_ms,pendigits,10992,10,16,5,0.198825949,-33.16395896,6993.090766
gmm_rs,pendigits,10992,10,16,5,0.215776205,-34.95663118,5925.753182
gmm_hg,pendigits,10992,10,16,5,0.203007125,-32.68464104,12243.96946
gmm_shrunk,pendigits,10992,10,16,5,0.637777068,-61.30286927,0.970204366
gmm_ms_shrunk,pendigits,10992,10,16,5,0.711018108,-60.8576052,355.9924398
gmm_rs_shrunk,pendigits,10992,10,16,5,0.777424942,-60.55543871,120.5660861
gmm_hg_shrunk,pendigits,10992,10,16,5,0.664853254,-60.64328242,142.1246956
kmeans,pendigits,10992,10,16,6,0.623360427,5.14E+07,0.730917757
kmeans_hg,pendigits,10992,10,16,6,0.531896327,4.93E+07,27.24810042
gmm,pendigits,10992,10,16,6,0.308650835,-38.12883506,9.810770017
gmm_ms,pendigits,10992,10,16,6,0.248825857,-33.13998928,7886.449597
gmm_rs,pendigits,10992,10,16,6,0.184665107,-33.66733733,7118.938356
gmm_hg,pendigits,10992,10,16,6,0.22937532,-33.43588395,16810.30062
gmm_shrunk,pendigits,10992,10,16,6,0.597240019,-61.33219963,1.244897355
gmm_ms_shrunk,pendigits,10992,10,16,6,0.68877048,-60.85820824,344.3130801
gmm_rs_shrunk,pendigits,10992,10,16,6,0.712505738,-60.59271568,190.0699204
gmm_hg_shrunk,pendigits,10992,10,16,6,0.711962002,-60.59312595,178.7402201
kmeans,pendigits,10992,10,16,7,0.576697849,5.03E+07,0.409026661
kmeans_hg,pendigits,10992,10,16,7,0.531795073,4.93E+07,27.58184232
gmm,pendigits,10992,10,16,7,0.273750421,-38.51229959,18.24905108
gmm_ms,pendigits,10992,10,16,7,0.19941706,-32.97532643,8268.731231
gmm_rs,pendigits,10992,10,16,7,0.195682795,-32.53837382,22519.40003
gmm_hg,pendigits,10992,10,16,7,0.22225734,-33.44578038,7427.826457
gmm_shrunk,pendigits,10992,10,16,7,0.638382543,-61.05910423,0.772111884
gmm_ms_shrunk,pendigits,10992,10,16,7,0.632654746,-60.81528242,307.5442259
